Rank,Pokemon,Usage %,Raw Count,Raw %,Real Count,Real %,Generation,Source File
678,Tinkatuff,0.00045,9,0.0,8,0.001,9,2025-02-pokemon_usage_stats_with_gen.csv
679,Barboach,0.00045,9,0.0,8,0.001,3,2025-02-pokemon_usage_stats_with_gen.csv
680,Azurill,0.00045,9,0.0,9,0.001,3,2025-02-pokemon_usage_stats_with_gen.csv
681,Teddiursa,0.00045,9,0.0,8,0.001,2,2025-02-pokemon_usage_stats_with_gen.csv
682,Grimer-Alola,0.00045,9,0.0,8,0.001,7,2025-02-pokemon_usage_stats_with_gen.csv
683,Petilil,0.00045,9,0.0,8,0.001,5,2025-02-pokemon_usage_stats_with_gen.csv
684,Rhyhorn,0.00045,9,0.0,8,0.001,1,2025-02-pokemon_usage_stats_with_gen.csv
685,Gulpin,0.00045,9,0.0,8,0.001,3,2025-02-pokemon_usage_stats_with_gen.csv
686,Finizen,0.00045,9,0.0,7,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
687,Cufant,0.0004,8,0.0,8,0.001,8,2025-02-pokemon_usage_stats_with_gen.csv
688,Luxio,0.0004,8,0.0,6,0.0,4,2025-02-pokemon_usage_stats_with_gen.csv
689,Varoom,0.0004,8,0.0,6,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
690,Corvisquire,0.0004,8,0.0,5,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
691,Nymble,0.0004,8,0.0,8,0.001,9,2025-02-pokemon_usage_stats_with_gen.csv
692,Goomy,0.0004,8,0.0,6,0.0,6,2025-02-pokemon_usage_stats_with_gen.csv
693,Houndour,0.0004,8,0.0,6,0.0,2,2025-02-pokemon_usage_stats_with_gen.csv
694,Sobble,0.0004,8,0.0,8,0.001,8,2025-02-pokemon_usage_stats_with_gen.csv
695,Applin,0.0004,8,0.0,8,0.001,8,2025-02-pokemon_usage_stats_with_gen.csv
696,Foongus,0.0004,8,0.0,3,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
697,Skiploom,0.0004,8,0.0,7,0.0,2,2025-02-pokemon_usage_stats_with_gen.csv
698,Maschiff,0.0004,8,0.0,7,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
699,Bramblin,0.0004,8,0.0,3,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
700,Rolycoly,0.0004,8,0.0,6,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
701,Jangmo-o,0.00035,7,0.0,5,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
702,Poochyena,0.00035,7,0.0,2,0.0,3,2025-02-pokemon_usage_stats_with_gen.csv
703,Bounsweet,0.00035,7,0.0,7,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
704,Toxel,0.00035,7,0.0,5,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
705,Larvitar,0.00035,7,0.0,6,0.0,2,2025-02-pokemon_usage_stats_with_gen.csv
706,Exeggcute,0.0003,6,0.0,5,0.0,1,2025-02-pokemon_usage_stats_with_gen.csv
707,Geodude-Alola,0.0003,6,0.0,6,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
708,Impidimp,0.0003,6,0.0,5,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
709,Chinchou,0.0003,6,0.0,4,0.0,2,2025-02-pokemon_usage_stats_with_gen.csv
710,Mareep,0.0003,6,0.0,4,0.0,2,2025-02-pokemon_usage_stats_with_gen.csv
711,Silicobra,0.0003,6,0.0,6,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
712,Sandshrew,0.00025,5,0.0,4,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
713,Diglett-Alola,0.00025,5,0.0,4,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
714,Pawmo,0.00025,5,0.0,5,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
715,Flabebe,0.00025,5,0.0,4,0.0,6,2025-02-pokemon_usage_stats_with_gen.csv
716,Crabrawler,0.00025,5,0.0,5,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
717,Drizzile,0.00025,5,0.0,3,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
718,Ducklett,0.00025,5,0.0,5,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
719,Gothita,0.0002,4,0.0,4,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
720,Meditite,0.0002,4,0.0,3,0.0,3,2025-02-pokemon_usage_stats_with_gen.csv
721,Fidough,0.0002,4,0.0,3,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
722,Cubchoo,0.0002,4,0.0,3,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
723,Arrokuda,0.0002,4,0.0,4,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
724,Chespin,0.0002,4,0.0,3,0.0,6,2025-02-pokemon_usage_stats_with_gen.csv
725,Tadbulb,0.0002,4,0.0,3,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
726,Duskull,0.0002,4,0.0,1,0.0,3,2025-02-pokemon_usage_stats_with_gen.csv
727,Scatterbug,0.0002,4,0.0,1,0.0,6,2025-02-pokemon_usage_stats_with_gen.csv
728,Snover,0.00015,3,0.0,2,0.0,4,2025-02-pokemon_usage_stats_with_gen.csv
729,Quaxly,0.00015,3,0.0,3,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
730,Sandygast,0.00015,3,0.0,2,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
731,Snorunt,0.00015,3,0.0,3,0.0,3,2025-02-pokemon_usage_stats_with_gen.csv
732,Litleo,0.00015,3,0.0,3,0.0,6,2025-02-pokemon_usage_stats_with_gen.csv
733,Meowth-Alola,0.00015,3,0.0,3,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
734,Sandile,0.00015,3,0.0,3,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
735,Vibrava,0.00015,3,0.0,1,0.0,3,2025-02-pokemon_usage_stats_with_gen.csv
736,Timburr,0.00015,3,0.0,3,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
737,Slakoth,0.0001,2,0.0,2,0.0,3,2025-02-pokemon_usage_stats_with_gen.csv
738,Fennekin,0.0001,2,0.0,1,0.0,6,2025-02-pokemon_usage_stats_with_gen.csv
739,Rellor,0.0001,2,0.0,2,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
740,Grubbin,0.0001,2,0.0,2,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
741,Hoothoot,0.0001,2,0.0,2,0.0,2,2025-02-pokemon_usage_stats_with_gen.csv
742,Golett,0.0001,2,0.0,2,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
743,Fomantis,0.0001,2,0.0,2,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
744,Skiddo,0.0001,2,0.0,2,0.0,6,2025-02-pokemon_usage_stats_with_gen.csv
745,Yungoos,0.0001,2,0.0,2,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
746,Poliwag,5e-05,1,0.0,1,0.0,1,2025-02-pokemon_usage_stats_with_gen.csv
747,Frigibax,5e-05,1,0.0,1,0.0,9,2025-02-pokemon_usage_stats_with_gen.csv
748,Chewtle,5e-05,1,0.0,1,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
749,Growlithe,5e-05,1,0.0,1,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
750,Milcery,5e-05,1,0.0,1,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
751,Steenee,5e-05,1,0.0,0,0.0,7,2025-02-pokemon_usage_stats_with_gen.csv
752,Larvesta,5e-05,1,0.0,1,0.0,5,2025-02-pokemon_usage_stats_with_gen.csv
753,Rookidee,5e-05,1,0.0,1,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
754,Shinx,5e-05,1,0.0,1,0.0,4,2025-02-pokemon_usage_stats_with_gen.csv
755,Slowpoke-Galar,5e-05,1,0.0,1,0.0,8,2025-02-pokemon_usage_stats_with_gen.csv
